{disease_id}	{index}
OMIM:164400	1197
OMIM:164500	1198
OMIM:164680	1199
OMIM:164700	1200
OMIM:164745	1201
OMIM:164750	1202
OMIM:164800	1203
OMIM:164900	1204
OMIM:165000	1205
OMIM:165098	1206
OMIM:165150	1207
OMIM:165199	1208
OMIM:165200	1209
OMIM:165210	1210
OMIM:165290	1211
OMIM:165300	1212
OMIM:165500	1213
OMIM:165510	1214
OMIM:165550	1215
OMIM:165590	1216
OMIM:165600	1217
OMIM:165660	1218
OMIM:165670	1219
OMIM:165680	1220
OMIM:165700	1221
OMIM:165720	1222
OMIM:165800	1223
OMIM:166000	1224
OMIM:166200	1225
OMIM:166210	1226
OMIM:166220	1227
OMIM:166230	1228
OMIM:166250	1229
OMIM:166260	1230
OMIM:166300	1231
OMIM:166350	1232
OMIM:166400	1233
OMIM:166450	1234
OMIM:166600	1235
OMIM:166700	1236
OMIM:166705	1237
OMIM:166710	1238
OMIM:166740	1239
OMIM:166750	1240
OMIM:166760	1241
OMIM:166780	1242
OMIM:166800	1243
OMIM:166900	1244
OMIM:166910	1245
OMIM:166950	1246
OMIM:166970	1247
OMIM:166990	1248
OMIM:167000	1249
OMIM:167030	1250
OMIM:167100	1251
OMIM:167200	1252
OMIM:167210	1253
OMIM:167220	1254
OMIM:167250	1255
OMIM:167300	1256
OMIM:167320	1257
OMIM:167400	1258
OMIM:167500	1259
OMIM:167600	1260
OMIM:167700	1261
OMIM:167730	1262
OMIM:167750	1263
OMIM:167755	1264
OMIM:167800	1265
OMIM:167850	1266
OMIM:167870	1267
OMIM:167900	1268
OMIM:167950	1269
OMIM:167959	1270
OMIM:167960	1271
OMIM:168000	1272
OMIM:168100	1273
OMIM:168200	1274
OMIM:168300	1275
OMIM:168400	1276
OMIM:168500	1277
OMIM:168550	1278
OMIM:168600	1279
OMIM:168601	1280
OMIM:168605	1281
OMIM:168710	1282
OMIM:168800	1283
OMIM:168830	1284
OMIM:168860	1285
OMIM:168885	1286
OMIM:168900	1287
OMIM:169000	1288
OMIM:169100	1289
OMIM:169150	1290
OMIM:169170	1291
OMIM:169200	1292
OMIM:169300	1293
OMIM:169400	1294
OMIM:169500	1295
OMIM:169545	1296
OMIM:169550	1297
OMIM:169600	1298
OMIM:169610	1299
OMIM:169710	1300
OMIM:170100	1301
OMIM:170390	1302
OMIM:170400	1303
OMIM:170500	1304
OMIM:170600	1305
OMIM:170650	1306
OMIM:170700	1307
OMIM:170900	1308
OMIM:170980	1309
OMIM:170990	1310
OMIM:171000	1311
OMIM:171100	1312
OMIM:171200	1313
OMIM:171300	1314
OMIM:171400	1315
